eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,mean_train_loss,train_acc,train_f1,train_prec,train_reca,train_roc,mean_val_loss,val_acc,val_f1,val_prec,val_reca,val_roc,pytorch_total_params,train_time,best_epoch,train_samples
"('eeg_feature', 'wav')","('model', 'GIN')","('hidden_channels', 64)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.8251160730118854)","('test_acc', 0.722488038277512)","('test_f1', 0.6733973969629872)","('test_prec', 0.6747536522325459)","('test_reca', 0.722488038277512)","('test_roc', 0.9766179944141145)","('mean_train_loss', 2.6101582050323486)","('train_acc', 0.90625)","('train_f1', 0.875)","('train_prec', 0.859375)","('train_reca', 0.90625)","('train_roc', 0.996975806451613)","('mean_val_loss', 2.8290582966804503)","('val_acc', 0.7196875)","('val_f1', 0.670454885162985)","('val_prec', 0.6756487324691058)","('val_reca', 0.7196875)","('val_roc', 0.9762253024193548)","('pytorch_total_params', 133536)","('train_time', 366.27146005630493)","('best_epoch', 230)","('train_samples', '627/2400 v10 27.0-28.0')"
"('eeg_feature', 'wav')","('model', 'GIN')","('hidden_channels', 128)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.876498973592565)","('test_acc', 0.6822939321444106)","('test_f1', 0.6571334279084944)","('test_prec', 0.710257749878041)","('test_reca', 0.6822939321444106)","('test_roc', 0.9713152709959181)","('mean_train_loss', 2.5217068195343018)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.8747113013267516)","('val_acc', 0.686875)","('val_f1', 0.6648354774933034)","('val_prec', 0.7115442237691647)","('val_reca', 0.686875)","('val_roc', 0.9724104838709677)","('pytorch_total_params', 529184)","('train_time', 128.73916506767273)","('best_epoch', 60)","('train_samples', '1514/2400 v25 14.0-15.0')"
"('eeg_feature', 'wav')","('model', 'GIN')","('hidden_channels', 256)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.824074613265029)","('test_acc', 0.7079980426272292)","('test_f1', 0.6748345024120871)","('test_prec', 0.7137241768635496)","('test_reca', 0.7079980426272292)","('test_roc', 0.9565488290483175)","('mean_train_loss', 2.5492539405822754)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 0.998991935483871)","('mean_val_loss', 2.8245158529281618)","('val_acc', 0.7065625)","('val_f1', 0.6737512565641494)","('val_prec', 0.710870022217658)","('val_reca', 0.7065625)","('val_roc', 0.9571194052419354)","('pytorch_total_params', 2106912)","('train_time', 303.0658333301544)","('best_epoch', 162)","('train_samples', '2162/2400 v36 2.0-3.0')"
"('eeg_feature', 'wav')","('model', 'GIN')","('hidden_channels', 512)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.8047077396528883)","('test_acc', 0.7159634623749457)","('test_f1', 0.6723926954510223)","('test_prec', 0.721932067214009)","('test_reca', 0.7159634623749456)","('test_roc', 0.9371057406905574)","('mean_train_loss', 2.6116831302642822)","('train_acc', 0.90625)","('train_f1', 0.875)","('train_prec', 0.859375)","('train_reca', 0.90625)","('train_roc', 0.9798387096774194)","('mean_val_loss', 2.8036913657188416)","('val_acc', 0.7178125)","('val_f1', 0.6748262744106637)","('val_prec', 0.7210833195347004)","('val_reca', 0.7178125)","('val_roc', 0.9373035282258064)","('pytorch_total_params', 8408096)","('train_time', 121.92727136611938)","('best_epoch', 39)","('train_samples', '544/2400 v9 4.0-5.0')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 64)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.7746308951234755)","('test_acc', 0.7770633971291866)","('test_f1', 0.7350100061445347)","('test_prec', 0.7438921628232703)","('test_reca', 0.7770633971291865)","('test_roc', 0.9706087371839842)","('mean_train_loss', 2.579503059387207)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.998991935483871)","('mean_val_loss', 2.7691732478141784)","('val_acc', 0.7828125)","('val_f1', 0.7413177519862647)","('val_prec', 0.7471523773871184)","('val_reca', 0.7828124999999999)","('val_roc', 0.9700100806451613)","('pytorch_total_params', 133536)","('train_time', 444.2402002811432)","('best_epoch', 240)","('train_samples', '1046/2400 v17 26.0-27.0')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 128)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.8208812144902957)","('test_acc', 0.7230725315354501)","('test_f1', 0.6763384281159162)","('test_prec', 0.6993034255215047)","('test_reca', 0.7230725315354503)","('test_roc', 0.9647237992092778)","('mean_train_loss', 2.5796077251434326)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.998991935483871)","('mean_val_loss', 2.817251465320587)","('val_acc', 0.7290625)","('val_f1', 0.6840762379949359)","('val_prec', 0.7045847101610649)","('val_reca', 0.7290625)","('val_roc', 0.9655466733870968)","('pytorch_total_params', 529184)","('train_time', 198.42042875289917)","('best_epoch', 102)","('train_samples', '968/2400 v16 8.0-9.0')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 256)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.8036055419692896)","('test_acc', 0.7190218573292736)","('test_f1', 0.6792072744907542)","('test_prec', 0.7365551378124136)","('test_reca', 0.7190218573292736)","('test_roc', 0.9758370920650871)","('mean_train_loss', 2.518040657043457)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.801412732601166)","('val_acc', 0.724375)","('val_f1', 0.6833788431645881)","('val_prec', 0.7446472158595843)","('val_reca', 0.724375)","('val_roc', 0.9773771169354839)","('pytorch_total_params', 2106912)","('train_time', 600.1761798858643)","('best_epoch', 339)","('train_samples', '1417/2400 v23 37.0-38.0')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 512)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.73814521234105)","('test_acc', 0.784349173553719)","('test_f1', 0.7625359646913173)","('test_prec', 0.7961456456826944)","('test_reca', 0.784349173553719)","('test_roc', 0.9795769298444172)","('mean_train_loss', 2.518040657043457)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.741095542907715)","('val_acc', 0.7803125)","('val_f1', 0.7569318603891229)","('val_prec', 0.7859629118976715)","('val_reca', 0.7803125)","('val_roc', 0.980133618951613)","('pytorch_total_params', 8408096)","('train_time', 131.25728225708008)","('best_epoch', 57)","('train_samples', '1842/2400 v30 42.0-43.0')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 1024)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.9828200767537)","('test_acc', 0.5347161809482384)","('test_f1', 0.44316507304785285)","('test_prec', 0.5126121317202412)","('test_reca', 0.5347161809482384)","('test_roc', 0.9032462217854365)","('mean_train_loss', 2.7360451221466064)","('train_acc', 0.78125)","('train_f1', 0.7135416666666666)","('train_prec', 0.6822916666666667)","('train_reca', 0.78125)","('train_roc', 0.96875)","('mean_val_loss', 2.973537380695343)","('val_acc', 0.5446875)","('val_f1', 0.45676720919757496)","('val_prec', 0.5323164102812725)","('val_reca', 0.5446875)","('val_roc', 0.9040005040322581)","('pytorch_total_params', 33593376)","('train_time', 89.9057776927948)","('best_epoch', 23)","('train_samples', '1932/2400 v32 12.000000000000227-13.000000000000227')"
"('eeg_feature', 'psd')","('model', 'GIN')","('hidden_channels', 2048)","('window_size', 1.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.1426848031583687)","('test_acc', 0.3755573075250109)","('test_f1', 0.28738379690315274)","('test_prec', 0.383689400702088)","('test_reca', 0.3755573075250109)","('test_roc', 0.8883273695675156)","('mean_train_loss', 2.886704683303833)","('train_acc', 0.65625)","('train_f1', 0.5891369047619047)","('train_prec', 0.5703125)","('train_reca', 0.65625)","('train_roc', 0.9606854838709677)","('mean_val_loss', 3.1445333409309386)","('val_acc', 0.37375)","('val_f1', 0.2858529431672404)","('val_prec', 0.39240446833703757)","('val_reca', 0.37375)","('val_roc', 0.8874263608870968)","('pytorch_total_params', 134295584)","('train_time', 63.24565625190735)","('best_epoch', 3)","('train_samples', '1532/2400 v25 32.0-33.0')"
