eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,mean_train_loss,train_acc,train_f1,train_prec,train_reca,train_roc,mean_val_loss,val_acc,val_f1,val_prec,val_reca,val_roc,pytorch_total_params,train_time,best_epoch,train_samples
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8198838938700694)","('test_acc', 0.7257528197488827)","('test_f1', 0.6731021245566231)","('test_prec', 0.6949876515071327)","('test_reca', 0.7257528197488827)","('test_roc', 0.9538996501294683)","('mean_train_loss', 2.5799522399902344)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.9949596774193549)","('mean_val_loss', 2.823323004245758)","('val_acc', 0.72125)","('val_f1', 0.6677559156586685)","('val_prec', 0.6978583015455875)","('val_reca', 0.7212500000000001)","('val_roc', 0.9564122983870968)","('pytorch_total_params', 142048)","('train_time', 240.5206708908081)","('best_epoch', 139)","('train_samples', '4317/4800 v35 58.5-59.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8993521964557627)","('test_acc', 0.6326612045115982)","('test_f1', 0.5698345864923972)","('test_prec', 0.6177673200720365)","('test_reca', 0.6326612045115982)","('test_roc', 0.9146166817717127)","('mean_train_loss', 2.6421825885772705)","('train_acc', 0.875)","('train_f1', 0.8385416666666666)","('train_prec', 0.8229166666666666)","('train_reca', 0.875)","('train_roc', 0.9879032258064516)","('mean_val_loss', 2.8943923926353454)","('val_acc', 0.635625)","('val_f1', 0.5771725211304299)","('val_prec', 0.6277321332774366)","('val_reca', 0.635625)","('val_roc', 0.9154761088709678)","('pytorch_total_params', 562592)","('train_time', 118.47458291053772)","('best_epoch', 53)","('train_samples', '101/4800 v0 50.5-51.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 256)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.793171860304607)","('test_acc', 0.7334073739093424)","('test_f1', 0.7045378692795244)","('test_prec', 0.7382631623805112)","('test_reca', 0.7334073739093425)","('test_roc', 0.9720665948362576)","('mean_train_loss', 2.549290657043457)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 0.998991935483871)","('mean_val_loss', 2.791873939037323)","('val_acc', 0.74)","('val_f1', 0.7092406548908181)","('val_prec', 0.7388905557954595)","('val_reca', 0.74)","('val_roc', 0.9723957661290323)","('pytorch_total_params', 2239264)","('train_time', 169.79850006103516)","('best_epoch', 87)","('train_samples', '4075/4800 v33 57.50000000000023-58.00000000000023')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 512)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8899169654180508)","('test_acc', 0.630885560757608)","('test_f1', 0.5813359709648627)","('test_prec', 0.6539268340400421)","('test_reca', 0.630885560757608)","('test_roc', 0.9108558337414339)","('mean_train_loss', 2.6117732524871826)","('train_acc', 0.90625)","('train_f1', 0.8802083333333333)","('train_prec', 0.8697916666666667)","('train_reca', 0.90625)","('train_roc', 0.9596774193548387)","('mean_val_loss', 2.8965268778800963)","('val_acc', 0.6265625)","('val_f1', 0.5802016151668867)","('val_prec', 0.6623295366649136)","('val_reca', 0.6265625)","('val_roc', 0.9069643649193548)","('pytorch_total_params', 8934944)","('train_time', 107.32076954841614)","('best_epoch', 30)","('train_samples', '1061/4800 v8 50.5-51.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 1024)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.9304145044102317)","('test_acc', 0.5871728027239839)","('test_f1', 0.5143709110009419)","('test_prec', 0.5266885711636405)","('test_reca', 0.5871728027239839)","('test_roc', 0.8967079936990408)","('mean_train_loss', 2.736781120300293)","('train_acc', 0.78125)","('train_f1', 0.7135416666666666)","('train_prec', 0.6822916666666666)","('train_reca', 0.78125)","('train_roc', 0.938508064516129)","('mean_val_loss', 2.935263924598694)","('val_acc', 0.5825)","('val_f1', 0.5077567638543902)","('val_prec', 0.5178310499530595)","('val_reca', 0.5825)","('val_roc', 0.893258618951613)","('pytorch_total_params', 35695648)","('train_time', 240.49908638000488)","('best_epoch', 110)","('train_samples', '235/4800 v1 57.5-58.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 2048)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 3.41020028833177)","('test_acc', 0.10614625452223878)","('test_f1', 0.028931238725249678)","('test_prec', 0.017997364962378658)","('test_reca', 0.10614625452223878)","('test_roc', 0.7860386868965847)","('mean_train_loss', 3.390878438949585)","('train_acc', 0.125)","('train_f1', 0.041046626984126984)","('train_prec', 0.027135854341736695)","('train_reca', 0.125)","('train_roc', 0.932459677419355)","('mean_val_loss', 3.4072418189048768)","('val_acc', 0.109375)","('val_f1', 0.03017095921873352)","('val_prec', 0.018760326485370904)","('val_reca', 0.109375)","('val_roc', 0.7863172379032258)","('pytorch_total_params', 142694432)","('train_time', 65.6055645942688)","('best_epoch', 2)","('train_samples', '606/4800 v5 3.0-3.5')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8232276564989984)","('test_acc', 0.7164024260480953)","('test_f1', 0.6567556864123525)","('test_prec', 0.6358861169961041)","('test_reca', 0.7164024260480953)","('test_roc', 0.9647767589910636)","('mean_train_loss', 2.5795531272888184)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.998991935483871)","('mean_val_loss', 2.8212026882171632)","('val_acc', 0.7178125)","('val_f1', 0.656704549852958)","('val_prec', 0.6400662572234834)","('val_reca', 0.7178125)","('val_roc', 0.9670336693548387)","('pytorch_total_params', 142048)","('train_time', 241.89162802696228)","('best_epoch', 135)","('train_samples', '2905/4800 v24 12.5-13.0')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.776515333163888)","('test_acc', 0.7552138752926154)","('test_f1', 0.7176057009173542)","('test_prec', 0.7454035377896258)","('test_reca', 0.7552138752926154)","('test_roc', 0.9660306331660875)","('mean_train_loss', 2.5489041805267334)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 0.997983870967742)","('mean_val_loss', 2.765895462036133)","('val_acc', 0.765)","('val_f1', 0.730194872350409)","('val_prec', 0.7546097640800267)","('val_reca', 0.7649999999999999)","('val_roc', 0.9659579133064516)","('pytorch_total_params', 562592)","('train_time', 187.09511923789978)","('best_epoch', 83)","('train_samples', '3782/4800 v31 31.0-31.5')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 256)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.878143925949928)","('test_acc', 0.6480966695041498)","('test_f1', 0.6088861350369823)","('test_prec', 0.633410950318158)","('test_reca', 0.6480966695041498)","('test_roc', 0.947406915221062)","('mean_train_loss', 2.5490431785583496)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 1.0)","('mean_val_loss', 2.879158480167389)","('val_acc', 0.644375)","('val_f1', 0.6019009196163102)","('val_prec', 0.623283982961935)","('val_reca', 0.644375)","('val_roc', 0.9463922379032257)","('pytorch_total_params', 2239264)","('train_time', 235.13642382621765)","('best_epoch', 117)","('train_samples', '2392/4800 v19 56.0-56.5')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 512)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.9485092329507077)","('test_acc', 0.572694988295382)","('test_f1', 0.514737854618938)","('test_prec', 0.5888755242568566)","('test_reca', 0.572694988295382)","('test_roc', 0.9107874201413122)","('mean_train_loss', 2.642164945602417)","('train_acc', 0.875)","('train_f1', 0.8385416666666666)","('train_prec', 0.8229166666666666)","('train_reca', 0.875)","('train_roc', 0.9879032258064516)","('mean_val_loss', 2.949333643913269)","('val_acc', 0.5728125)","('val_f1', 0.5141481902131741)","('val_prec', 0.5837442093911878)","('val_reca', 0.5728125)","('val_roc', 0.9095183467741935)","('pytorch_total_params', 8934944)","('train_time', 120.95918345451355)","('best_epoch', 51)","('train_samples', '3824/4800 v31 52.0-52.5')"
