eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,mean_train_loss,train_acc,train_f1,train_prec,train_reca,train_roc,mean_val_loss,val_acc,val_f1,val_prec,val_reca,val_roc,pytorch_total_params,train_time,best_epoch,train_samples
"('eeg_feature', 'wav')","('model', 'LR')","('hidden_channels', 64)","('window_size', 2.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1099)","('mean_test_loss', 2.5762902508007604)","('test_acc', 0.9620962238398544)","('test_f1', 0.9591199207807087)","('test_prec', 0.9710303613341289)","('test_reca', 0.9620962238398545)","('test_roc', 0.9997438676943977)","('mean_train_loss', 2.5182290077209473)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.575465986728668)","('val_acc', 0.964375)","('val_f1', 0.9615241773675903)","('val_prec', 0.9723351980797333)","('val_reca', 0.964375)","('val_roc', 0.9996376008064516)","('pytorch_total_params', 4128)","('train_time', 8818.431756734848)","('best_epoch', 3885)","('train_samples', '385/1200 v12 50.0-52.0')"
"('eeg_feature', 'wav')","('model', 'LR')","('hidden_channels', 64)","('window_size', 2.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 2)","('number_val_samples', 100)","('number_test_samples', 1098)","('mean_test_loss', 2.546092203188898)","('test_acc', 0.985655737704918)","('test_f1', 0.9855904892563729)","('test_prec', 0.9860644202439337)","('test_reca', 0.985655737704918)","('test_roc', 0.9999548412676242)","('mean_train_loss', 2.5181491374969482)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.545862739086151)","('val_acc', 0.98625)","('val_f1', 0.9861521916907167)","('val_prec', 0.9866016190239925)","('val_reca', 0.9862500000000001)","('val_roc', 0.9999350806451612)","('pytorch_total_params', 4128)","('train_time', 6171.001280546188)","('best_epoch', 2679)","('train_samples', '958/1200 v31 56.0-58.0\n293/1200 v9 46.0-48.0')"
"('eeg_feature', 'wav')","('model', 'LR')","('hidden_channels', 64)","('window_size', 2.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 4)","('number_val_samples', 100)","('number_test_samples', 1096)","('mean_test_loss', 2.528328018901992)","('test_acc', 0.9956945711678832)","('test_f1', 0.995688684698986)","('test_prec', 0.9957244189321398)","('test_reca', 0.9956945711678833)","('test_roc', 0.9999890542704362)","('mean_train_loss', 2.5181785821914673)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.528572599887848)","('val_acc', 0.995)","('val_f1', 0.9949993738980518)","('val_prec', 0.9950604248031885)","('val_reca', 0.995)","('val_roc', 0.9999956653225806)","('pytorch_total_params', 4128)","('train_time', 3127.6776480674744)","('best_epoch', 1309)","('train_samples', '299/1200 v9 58.0-60.0\n252/1200 v8 24.0-26.0\n909/1200 v30 18.0-20.0\n576/1200 v19 12.0-14.0')"
"('eeg_feature', 'wav')","('model', 'LR')","('hidden_channels', 64)","('window_size', 2.0)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 8)","('number_val_samples', 100)","('number_test_samples', 1092)","('mean_test_loss', 2.523183761717199)","('test_acc', 0.9979395604395604)","('test_f1', 0.9979331344761668)","('test_prec', 0.9979453234941429)","('test_reca', 0.9979395604395604)","('test_roc', 0.9999966625082941)","('mean_train_loss', 2.518130600452423)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.5221243834495546)","('val_acc', 0.9984375)","('val_f1', 0.9984404777856701)","('val_prec', 0.9984678998846486)","('val_reca', 0.9984375000000001)","('val_roc', 1.0)","('pytorch_total_params', 4128)","('train_time', 2048.8239002227783)","('best_epoch', 801)","('train_samples', '387/1200 v12 54.0-56.0\n598/1200 v19 56.0-58.0\n445/1200 v14 50.0-52.0\n236/1200 v7 52.0-54.0\n150/1200 v5 0.0-2.0\n894/1200 v29 48.0-50.0\n23/1200 v0 46.0-48.0\n284/1200 v9 28.0-30.0')"
