eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,pytorch_total_params,train_time,best_epoch
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.987639761591371)","('test_acc', 0.5424866577718479)","('test_f1', 0.4865151840585517)","('test_prec', 0.5162030377732194)","('test_reca', 0.5424866577718479)","('test_roc', 0.9071778978510439)","('pytorch_total_params', 6309)","('train_time', 213.10750794410706)","('best_epoch', 422)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.7875672165277083)","('test_acc', 0.7515635423615744)","('test_f1', 0.6973931116776855)","('test_prec', 0.6838144575599894)","('test_reca', 0.7515635423615744)","('test_roc', 0.9775694650443829)","('pytorch_total_params', 6309)","('train_time', 204.3322024345398)","('best_epoch', 406)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.8030593511340935)","('test_acc', 0.732425783855904)","('test_f1', 0.6567980340964882)","('test_prec', 0.6221485645539062)","('test_reca', 0.7324257838559038)","('test_roc', 0.9631384294501442)","('pytorch_total_params', 6309)","('train_time', 290.46967244148254)","('best_epoch', 601)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.892441893116962)","('test_acc', 0.6354444629753169)","('test_f1', 0.6071919370744204)","('test_prec', 0.6557515825271185)","('test_reca', 0.6354444629753169)","('test_roc', 0.928872997131474)","('pytorch_total_params', 6309)","('train_time', 420.53145027160645)","('best_epoch', 875)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 3.465740446808976)","('test_acc', 0.03125)","('test_f1', 0.001893939393939394)","('test_prec', 0.0009765625)","('test_reca', 0.03125)","('test_roc', 0.4935762566362468)","('pytorch_total_params', 6309)","('train_time', 14.380094528198242)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 3.4657467885205078)","('test_acc', 0.03125)","('test_f1', 0.0018958173135294831)","('test_prec', 0.0009775610926772262)","('test_reca', 0.03125)","('test_roc', 0.49640123393466196)","('pytorch_total_params', 6309)","('train_time', 14.372332096099854)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 3.465743535991666)","('test_acc', 0.03137508338892595)","('test_f1', 0.002210003347945802)","('test_prec', 0.0038505948175637543)","('test_reca', 0.03137508338892595)","('test_roc', 0.46383541423298674)","('pytorch_total_params', 6309)","('train_time', 14.398576974868774)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.75858145455188)","('test_acc', 0.7698257171447632)","('test_f1', 0.7326895619502175)","('test_prec', 0.7219752536774827)","('test_reca', 0.7698257171447632)","('test_roc', 0.9717770066617539)","('pytorch_total_params', 6309)","('train_time', 227.22109127044678)","('best_epoch', 463)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.9879360692035046)","('test_acc', 0.5417570046697798)","('test_f1', 0.43062494808223317)","('test_prec', 0.41702824710910247)","('test_reca', 0.5417570046697798)","('test_roc', 0.9503677213593127)","('pytorch_total_params', 6309)","('train_time', 340.72674322128296)","('best_epoch', 703)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 1499)","('mean_test_loss', 2.9483013304175336)","('test_acc', 0.5760090060040026)","('test_f1', 0.5092488002176232)","('test_prec', 0.5221967017095213)","('test_reca', 0.5760090060040026)","('test_roc', 0.945580382034586)","('pytorch_total_params', 6309)","('train_time', 427.05606174468994)","('best_epoch', 894)"
