eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,mean_train_loss,train_acc,train_f1,train_prec,train_reca,train_roc,mean_val_loss,val_acc,val_f1,val_prec,val_reca,val_roc,pytorch_total_params,train_time,best_epoch,train_samples
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8857539260252962)","('test_acc', 0.6634124281762077)","('test_f1', 0.6232815947470158)","('test_prec', 0.6673945233945835)","('test_reca', 0.6634124281762077)","('test_roc', 0.9619453809762257)","('mean_train_loss', 2.5492565631866455)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 1.0)","('mean_val_loss', 2.8930059981346132)","('val_acc', 0.6553125)","('val_f1', 0.6161589446873765)","('val_prec', 0.665550897934341)","('val_reca', 0.6553125)","('val_roc', 0.9615637096774193)","('pytorch_total_params', 142048)","('train_time', 171.48223066329956)","('best_epoch', 94)","('train_samples', '65/4800 v0 32.5-33.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.872223188938499)","('test_acc', 0.6810558097467546)","('test_f1', 0.640276244858701)","('test_prec', 0.6926061104774235)","('test_reca', 0.6810558097467547)","('test_roc', 0.9429988470322084)","('mean_train_loss', 2.580414056777954)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.9848790322580645)","('mean_val_loss', 2.8718894648551943)","('val_acc', 0.6796875)","('val_f1', 0.6386105606803446)","('val_prec', 0.6896153891546295)","('val_reca', 0.6796875)","('val_roc', 0.9445775201612903)","('pytorch_total_params', 562592)","('train_time', 86.88441586494446)","('best_epoch', 33)","('train_samples', '3546/4800 v29 33.0-33.5')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 256)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8653982139744896)","('test_acc', 0.6657467014258353)","('test_f1', 0.6360880036938761)","('test_prec', 0.6989790691976465)","('test_reca', 0.6657467014258353)","('test_roc', 0.9669348971869967)","('mean_train_loss', 2.5180444717407227)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.8683144736289976)","('val_acc', 0.66375)","('val_f1', 0.6316663624750404)","('val_prec', 0.6935059881355995)","('val_reca', 0.6637500000000001)","('val_roc', 0.9657394153225807)","('pytorch_total_params', 2239264)","('train_time', 157.69664859771729)","('best_epoch', 84)","('train_samples', '3158/4800 v26 19.0-19.5')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 512)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8314215864975876)","('test_acc', 0.6894618535858693)","('test_f1', 0.6496824870598463)","('test_prec', 0.6632454932238081)","('test_reca', 0.6894618535858693)","('test_roc', 0.9520695919587603)","('mean_train_loss', 2.611082077026367)","('train_acc', 0.90625)","('train_f1', 0.875)","('train_prec', 0.859375)","('train_reca', 0.90625)","('train_roc', 0.9909274193548387)","('mean_val_loss', 2.828251006603241)","('val_acc', 0.691875)","('val_f1', 0.6513620925799309)","('val_prec', 0.6592990701415729)","('val_reca', 0.691875)","('val_roc', 0.9540469254032258)","('pytorch_total_params', 8934944)","('train_time', 229.78242373466492)","('best_epoch', 107)","('train_samples', '4075/4800 v33 57.50000000000023-58.00000000000023')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 1024)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.992568445297017)","('test_acc', 0.525943019791445)","('test_f1', 0.47071067794999794)","('test_prec', 0.5105455163531494)","('test_reca', 0.525943019791445)","('test_roc', 0.8393329765339224)","('mean_train_loss', 2.7364821434020996)","('train_acc', 0.78125)","('train_f1', 0.7239583333333333)","('train_prec', 0.703125)","('train_reca', 0.78125)","('train_roc', 0.922883064516129)","('mean_val_loss', 2.994682559967041)","('val_acc', 0.52375)","('val_f1', 0.4672650259445926)","('val_prec', 0.5088236688999981)","('val_reca', 0.52375)","('val_roc', 0.8397317036290324)","('pytorch_total_params', 35695648)","('train_time', 133.31519079208374)","('best_epoch', 40)","('train_samples', '4111/4800 v34 15.5-16.0')"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 2048)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 3.1669932167741637)","('test_acc', 0.3503471483294318)","('test_f1', 0.2391691910956001)","('test_prec', 0.2950848924329478)","('test_reca', 0.3503471483294318)","('test_roc', 0.8320223155922938)","('mean_train_loss', 3.0794427394866943)","('train_acc', 0.4375)","('train_f1', 0.31101190476190477)","('train_prec', 0.26666666666666666)","('train_reca', 0.4375)","('train_roc', 0.8881048387096775)","('mean_val_loss', 3.171200432777405)","('val_acc', 0.346875)","('val_f1', 0.23601689450562705)","('val_prec', 0.23322817958625192)","('val_reca', 0.34687500000000004)","('val_roc', 0.830011441532258)","('pytorch_total_params', 142694432)","('train_time', 90.65362596511841)","('best_epoch', 9)","('train_samples', '2866/4800 v23 53.0-53.5')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.791490965331963)","('test_acc', 0.7476989785060651)","('test_f1', 0.7063145946440751)","('test_prec', 0.7098960867977983)","('test_reca', 0.7476989785060651)","('test_roc', 0.9659491881757686)","('mean_train_loss', 2.579010486602783)","('train_acc', 0.9375)","('train_f1', 0.9166666666666666)","('train_prec', 0.90625)","('train_reca', 0.9375)","('train_roc', 0.997983870967742)","('mean_val_loss', 2.794064078330994)","('val_acc', 0.7421875)","('val_f1', 0.7017151608840129)","('val_prec', 0.7062847135046276)","('val_reca', 0.7421875)","('val_roc', 0.965817439516129)","('pytorch_total_params', 142048)","('train_time', 239.44327855110168)","('best_epoch', 135)","('train_samples', '3368/4800 v28 4.0-4.5')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8223786238381954)","('test_acc', 0.7136624813790168)","('test_f1', 0.6733572851698751)","('test_prec', 0.6856066385644481)","('test_reca', 0.7136624813790169)","('test_roc', 0.9593940122869289)","('mean_train_loss', 2.548797369003296)","('train_acc', 0.96875)","('train_f1', 0.9583333333333333)","('train_prec', 0.953125)","('train_reca', 0.96875)","('train_roc', 1.0)","('mean_val_loss', 2.8219539499282837)","('val_acc', 0.71375)","('val_f1', 0.6713769980649527)","('val_prec', 0.6834904078778399)","('val_reca', 0.71375)","('val_roc', 0.9603245463709678)","('pytorch_total_params', 562592)","('train_time', 212.88160061836243)","('best_epoch', 122)","('train_samples', '3357/4800 v27 58.5-59.0')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 256)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.788725962865147)","('test_acc', 0.7348371994041285)","('test_f1', 0.7074221133731904)","('test_prec', 0.7520438164448637)","('test_reca', 0.7348371994041285)","('test_roc', 0.9727730409396174)","('mean_train_loss', 2.518040657043457)","('train_acc', 1.0)","('train_f1', 1.0)","('train_prec', 1.0)","('train_reca', 1.0)","('train_roc', 1.0)","('mean_val_loss', 2.7821159744262696)","('val_acc', 0.740625)","('val_f1', 0.715214552246209)","('val_prec', 0.7585282989403441)","('val_reca', 0.740625)","('val_roc', 0.9746219254032258)","('pytorch_total_params', 2239264)","('train_time', 650.7408480644226)","('best_epoch', 358)","('train_samples', '505/4800 v4 12.499999999999972-12.999999999999972')"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 512)","('window_size', 0.5)","('batch_size', 32)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.935878772181535)","('test_acc', 0.584033836986593)","('test_f1', 0.505525899112549)","('test_prec', 0.5184128773580814)","('test_reca', 0.584033836986593)","('test_roc', 0.9152122950885785)","('mean_train_loss', 2.7358171939849854)","('train_acc', 0.78125)","('train_f1', 0.7135416666666666)","('train_prec', 0.6822916666666666)","('train_reca', 0.78125)","('train_roc', 0.9773185483870968)","('mean_val_loss', 2.940510919094086)","('val_acc', 0.579375)","('val_f1', 0.5025579703611136)","('val_prec', 0.5158347168977179)","('val_reca', 0.579375)","('val_roc', 0.9151702116935484)","('pytorch_total_params', 8934944)","('train_time', 69.52919507026672)","('best_epoch', 16)","('train_samples', '1358/4800 v11 19.0-19.5')"
