eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,pytorch_total_params,train_time,best_epoch
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.8868759918233633)","('test_acc', 0.6617007394519356)","('test_f1', 0.6157420185382456)","('test_prec', 0.6093681841890591)","('test_reca', 0.6617007394519355)","('test_roc', 0.9518968272303885)","('pytorch_total_params', 6309)","('train_time', 114.76710391044617)","('best_epoch', 214)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.4657470203576373)","('test_acc', 0.03125)","('test_f1', 0.001893939393939394)","('test_prec', 0.0009765625)","('test_reca', 0.03125)","('test_roc', 0.4573042765047991)","('pytorch_total_params', 6309)","('train_time', 14.365275382995605)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.9422449021818533)","('test_acc', 0.6330197912135711)","('test_f1', 0.5498775179616444)","('test_prec', 0.5135162488052858)","('test_reca', 0.6330197912135711)","('test_roc', 0.9398589632143821)","('pytorch_total_params', 6309)","('train_time', 463.95198702812195)","('best_epoch', 967)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.299518193198889)","('test_acc', 0.21694214876033058)","('test_f1', 0.15896025495300398)","('test_prec', 0.19187341976456046)","('test_reca', 0.21694214876033058)","('test_roc', 0.7318783019437455)","('pytorch_total_params', 6309)","('train_time', 464.623304605484)","('best_epoch', 972)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.727910320361628)","('test_acc', 0.8096590909090909)","('test_f1', 0.7820627660576172)","('test_prec', 0.7803704371319773)","('test_reca', 0.8096590909090909)","('test_roc', 0.988333539426993)","('pytorch_total_params', 6309)","('train_time', 193.66772985458374)","('best_epoch', 386)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.465743359973919)","('test_acc', 0.03125)","('test_f1', 0.001893939393939394)","('test_prec', 0.0009765625)","('test_reca', 0.03125)","('test_roc', 0.4818905812787812)","('pytorch_total_params', 6309)","('train_time', 14.373544692993164)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.4657429609157666)","('test_acc', 0.03125)","('test_f1', 0.001893939393939394)","('test_prec', 0.0009765625)","('test_reca', 0.03125)","('test_roc', 0.4800420767468426)","('pytorch_total_params', 6309)","('train_time', 14.33435320854187)","('best_epoch', 1)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.2862609887237184)","('test_acc', 0.24702316224445411)","('test_f1', 0.16877075265068364)","('test_prec', 0.16415614103032625)","('test_reca', 0.24702316224445411)","('test_roc', 0.7511683268892693)","('pytorch_total_params', 6309)","('train_time', 172.72596979141235)","('best_epoch', 344)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 3.015574576389069)","('test_acc', 0.5665506742061766)","('test_f1', 0.4708985054363114)","('test_prec', 0.48768106671879563)","('test_reca', 0.5665506742061766)","('test_roc', 0.9353431561241567)","('pytorch_total_params', 6309)","('train_time', 331.80722403526306)","('best_epoch', 685)"
"('eeg_feature', 'wav')","('model', 'CNN')","('hidden_channels', 32)","('window_size', 1.0)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 2299)","('mean_test_loss', 2.7723667098419105)","('test_acc', 0.7652647890387125)","('test_f1', 0.7411375737634077)","('test_prec', 0.7626905989127408)","('test_reca', 0.7652647890387124)","('test_roc', 0.9861973041859899)","('pytorch_total_params', 6309)","('train_time', 141.2592842578888)","('best_epoch', 266)"
