model,eeg_feature,remove_global_connections,remove_baseline_signal_noise_removal,number_test_targets,number_validation_targets,batch_size,hidden_channels,learning_rate,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,pytorch_total_params
GraphConv,psd,False,False,10,5,4,128,0.001,2.90543412566185,0.6125,0.6125,0.6125,0.6125,0.9070532054244493,358960
GraphConv,psd,False,False,10,5,4,128,0.0001,2.718608859181404,0.8,0.8000000000000002,0.8,0.8,0.9814228260032295,358960
GraphConv,psd,False,False,20,5,4,16,0.01,3.3530522853136064,0.1640625,0.1640625,0.1640625,0.1640625,0.6478658857290334,9072
GraphConv,psd,False,False,20,5,4,16,0.001,3.0806049928069115,0.4375,0.4375,0.4375,0.4375,0.869619230514622,9072
GraphConv,psd,False,False,20,5,4,16,0.0001,3.466529431939125,0.0296875,0.029687500000000002,0.0296875,0.0296875,0.46638254649199357,9072
GraphConv,psd,False,False,20,5,4,32,0.01,3.462445516884327,0.0328125,0.0328125,0.0328125,0.0328125,0.5665611614587415,28336
GraphConv,psd,False,False,20,5,4,32,0.001,2.6815621733665465,0.8390625,0.8390625000000002,0.8390625,0.8390625,0.9797374545942806,28336
GraphConv,psd,False,False,20,5,4,32,0.0001,3.303091026842594,0.228125,0.228125,0.228125,0.228125,0.7385369433279104,28336
GraphConv,psd,False,False,20,5,4,128,0.01,3.493040180206299,0.025,0.025000000000000005,0.025,0.025,0.5058771957787824,358960
GraphConv,psd,False,False,20,5,4,128,0.001,2.780574285984039,0.7390625,0.7390624999999998,0.7390625,0.7390625,0.9536612076601202,358960
GraphConv,psd,False,False,20,5,4,128,0.0001,2.697250336408615,0.821875,0.821875,0.821875,0.821875,0.9792802260097592,358960
GraphConv,psd,False,False,30,5,4,16,0.01,3.411300938328107,0.103125,0.103125,0.103125,0.103125,0.6118107851331465,9072
GraphConv,psd,False,False,30,5,4,16,0.001,3.1786661624908445,0.340625,0.340625,0.340625,0.340625,0.8202093157735572,9072
GraphConv,psd,False,False,30,5,4,16,0.0001,3.4476947287718454,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5749018112663021,9072
GraphConv,psd,False,False,30,5,4,32,0.01,3.4639326602220537,0.053125,0.053125,0.053125,0.053125,0.5295430785227319,28336
GraphConv,psd,False,False,30,5,4,32,0.001,3.0278543959061306,0.48854166666666665,0.48854166666666665,0.48854166666666665,0.48854166666666665,0.8447041056115951,28336
GraphConv,psd,False,False,30,5,4,32,0.0001,3.151022367676099,0.37604166666666666,0.37604166666666666,0.37604166666666666,0.37604166666666666,0.836746297646957,28336
GraphConv,psd,False,False,30,5,4,128,0.01,3.4909537812074025,0.027083333333333334,0.027083333333333334,0.027083333333333334,0.027083333333333334,0.5225552668644085,358960
GraphConv,psd,False,False,30,5,4,128,0.001,3.212701739867528,0.30416666666666664,0.30416666666666664,0.30416666666666664,0.30416666666666664,0.7688318079333667,358960
GraphConv,psd,False,False,30,5,4,128,0.0001,2.774821337064107,0.7635416666666667,0.7635416666666667,0.7635416666666667,0.7635416666666667,0.9607195726214476,358960
GraphConv,psd,False,False,34,5,4,16,0.01,3.475488544386976,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.520610668682817,9072
GraphConv,psd,False,False,34,5,4,16,0.001,3.4657200601171043,0.016544117647058824,0.016544117647058824,0.016544117647058824,0.016544117647058824,0.5166870924018734,9072
GraphConv,psd,False,False,34,5,4,16,0.0001,3.4629793132052704,0.030330882352941176,0.030330882352941176,0.030330882352941176,0.030330882352941176,0.5433866077264724,9072
GraphConv,psd,False,False,34,5,4,32,0.01,3.4741950298056885,0.024816176470588234,0.024816176470588234,0.024816176470588234,0.024816176470588234,0.5165058268128702,28336
GraphConv,psd,False,False,34,5,4,32,0.001,3.2759683982414356,0.2426470588235294,0.2426470588235294,0.2426470588235294,0.2426470588235294,0.7125745053934998,28336
GraphConv,psd,False,False,34,5,4,32,0.0001,3.42823529418777,0.07996323529411764,0.07996323529411764,0.07996323529411764,0.07996323529411764,0.5846215622242316,28336
GraphConv,psd,False,False,34,5,4,128,0.01,3.485816181582563,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.47653687450656607,358960
GraphConv,psd,False,False,34,5,4,128,0.001,3.2770526549395393,0.23805147058823528,0.23805147058823528,0.23805147058823528,0.23805147058823528,0.7165494435895404,358960
GraphConv,psd,False,False,34,5,4,128,0.0001,3.373950967017342,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.6361241545790238,358960
GatedGNN,wav,False,False,10,5,4,128,0.01,2.7617901802062987,0.75625,0.75625,0.75625,0.75625,0.8862412780431934,377773
GatedGNN,wav,False,False,10,5,4,128,0.001,2.51806578040123,1.0,1.0,1.0,1.0,1.0,377773
GatedGNN,wav,False,False,10,5,4,128,0.0001,2.5181143999099733,1.0,1.0,1.0,1.0,1.0,377773
GatedGNN,wav,False,False,20,5,4,128,0.01,3.497723159193993,0.0203125,0.0203125,0.0203125,0.0203125,0.540475509710309,377773
GatedGNN,wav,False,False,20,5,4,128,0.001,2.51961273252964,0.9984375,0.9984375,0.9984375,0.9984375,0.9999923789994355,377773
GatedGNN,wav,False,False,20,5,4,128,0.0001,2.5597921311855316,0.9578125,0.9578125,0.9578125,0.9578125,0.9999017282142095,377773
GatedGNN,wav,False,False,30,5,4,128,0.01,3.4898535082737605,0.028125,0.028125,0.028125,0.028125,0.528863680039813,377773
GatedGNN,wav,False,False,30,5,4,128,0.001,2.551974787314733,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9999989838059313,377773
GatedGNN,wav,False,False,30,5,4,128,0.0001,2.64920790096124,0.8677083333333333,0.8677083333333333,0.8677083333333333,0.8677083333333333,0.9969977356724415,377773
GatedGNN,wav,False,False,34,5,4,128,0.01,3.031339825952754,0.484375,0.484375,0.484375,0.484375,0.843985557208774,377773
GatedGNN,wav,False,False,34,5,4,128,0.001,2.938272977576536,0.5808823529411765,0.5808823529411765,0.5808823529411765,0.5808823529411765,0.9157810067792959,377773
GatedGNN,wav,False,False,34,5,4,128,0.0001,2.8713733904501972,0.6461397058823529,0.6461397058823529,0.6461397058823529,0.6461397058823529,0.935184551344342,377773
GatedGNN,psd,False,False,10,5,4,128,0.01,3.465856647491455,0.01875,0.01875,0.01875,0.01875,0.6575763140753137,377776
GatedGNN,psd,False,False,10,5,4,128,0.001,3.486790159344673,0.03125,0.03125,0.03125,0.03125,0.5036115549490405,377776
GatedGNN,psd,False,False,10,5,4,128,0.0001,3.1616206258535384,0.35625,0.35625,0.35625,0.35625,0.6381896321573766,377776
GatedGNN,psd,False,False,20,5,4,128,0.01,3.483665180206299,0.034375,0.034375,0.034375,0.034375,0.5,377776
GatedGNN,psd,False,False,20,5,4,128,0.001,3.431175245344639,0.0859375,0.0859375,0.0859375,0.0859375,0.5185370972625104,377776
GatedGNN,psd,False,False,20,5,4,128,0.0001,3.1047467246651648,0.4125,0.4125,0.4125,0.4125,0.6888711783864584,377776
GatedGNN,psd,False,False,30,5,4,128,0.01,3.4867892374595004,0.03125,0.03125,0.03125,0.03125,0.5041455842927993,377776
GatedGNN,psd,False,False,30,5,4,128,0.001,3.484689101576805,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.5033914874435778,377776
GatedGNN,psd,False,False,30,5,4,128,0.0001,3.2551592508951823,0.27291666666666664,0.27291666666666664,0.27291666666666664,0.27291666666666664,0.5874556033151314,377776
GatedGNN,psd,False,False,34,5,4,128,0.01,3.484951944912181,0.03308823529411765,0.03308823529411765,0.03308823529411765,0.03308823529411765,0.5,377776
GatedGNN,psd,False,False,34,5,4,128,0.001,3.4843324256293915,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.5101879564220597,377776
GatedGNN,psd,False,False,34,5,4,128,0.0001,3.4463406231473472,0.07536764705882353,0.07536764705882353,0.07536764705882353,0.07536764705882353,0.5554420652805159,377776
NOGNN,wav,False,False,10,5,4,16,0.01,2.6898605853319166,0.828125,0.828125,0.828125,0.828125,0.9770420219601006,15421
NOGNN,wav,False,False,10,5,4,16,0.001,2.5185690253973005,1.0,1.0,1.0,1.0,1.0,15421
NOGNN,wav,False,False,10,5,4,16,0.0001,2.6767653226852417,0.840625,0.840625,0.840625,0.840625,0.991414079387346,15421
NOGNN,wav,False,False,10,5,4,32,0.01,2.8577574104070664,0.659375,0.659375,0.659375,0.659375,0.9489923709207743,30797
NOGNN,wav,False,False,10,5,4,32,0.001,2.5889659881591798,0.928125,0.928125,0.928125,0.928125,0.9985780180840665,30797
NOGNN,wav,False,False,10,5,4,32,0.0001,2.522166299819946,0.996875,0.996875,0.996875,0.996875,1.0,30797
NOGNN,wav,False,False,10,5,4,128,0.01,3.1549211978912353,0.3625,0.36250000000000004,0.3625,0.3625,0.7870717089608807,123053
NOGNN,wav,False,False,10,5,4,128,0.001,2.518797200918198,1.0,1.0,1.0,1.0,1.0,123053
NOGNN,wav,False,False,10,5,4,128,0.0001,2.518128752708435,1.0,1.0,1.0,1.0,1.0,123053
NOGNN,wav,False,False,20,5,4,16,0.01,3.0000700876116753,0.5171875,0.5171875,0.5171875,0.5171875,0.8363551616844213,15421
NOGNN,wav,False,False,20,5,4,16,0.001,2.552459570765495,0.965625,0.965625,0.965625,0.965625,0.999235247946316,15421
NOGNN,wav,False,False,20,5,4,16,0.0001,2.653381434082985,0.8640625,0.8640625,0.8640625,0.8640625,0.9725567266288776,15421
NOGNN,wav,False,False,20,5,4,32,0.01,2.7614441946148873,0.75625,0.75625,0.75625,0.75625,0.96766934783032,30797
NOGNN,wav,False,False,20,5,4,32,0.001,2.5472480073571204,0.9703125,0.9703125,0.9703125,0.9703125,1.0,30797
NOGNN,wav,False,False,20,5,4,32,0.0001,2.641865959763527,0.875,0.875,0.875,0.875,0.9968165348024677,30797
NOGNN,wav,False,False,20,5,4,128,0.01,3.030109164118767,0.4875,0.4875,0.4875,0.4875,0.8241977629236917,123053
NOGNN,wav,False,False,20,5,4,128,0.001,2.5180604323744773,1.0,1.0,1.0,1.0,1.0,123053
NOGNN,wav,False,False,20,5,4,128,0.0001,2.518125106394291,1.0,1.0,1.0,1.0,1.0,123053
NOGNN,wav,False,False,30,5,4,16,0.01,2.9415304164091745,0.5770833333333333,0.5770833333333333,0.5770833333333333,0.5770833333333333,0.8915698388535388,15421
NOGNN,wav,False,False,30,5,4,16,0.001,2.6222289115190507,0.896875,0.896875,0.896875,0.896875,0.9938962094068088,15421
NOGNN,wav,False,False,30,5,4,16,0.0001,2.7764122714598973,0.7395833333333334,0.7395833333333334,0.7395833333333334,0.7395833333333334,0.9286060304124303,15421
NOGNN,wav,False,False,30,5,4,32,0.01,2.6857973456382753,0.8322916666666667,0.8322916666666667,0.8322916666666667,0.8322916666666667,0.9571539727819783,30797
NOGNN,wav,False,False,30,5,4,32,0.001,2.5497126460075377,0.9677083333333333,0.9677083333333333,0.9677083333333333,0.9677083333333333,0.9999581236481307,30797
NOGNN,wav,False,False,30,5,4,32,0.0001,2.5535110582907996,0.9645833333333333,0.9645833333333333,0.9645833333333333,0.9645833333333333,0.9998200887673524,30797
NOGNN,wav,False,False,30,5,4,128,0.01,3.4919985135396323,0.026041666666666668,0.026041666666666668,0.026041666666666668,0.026041666666666668,0.4885169635033664,123053
NOGNN,wav,False,False,30,5,4,128,0.001,2.5616325070460637,0.95625,0.95625,0.95625,0.95625,0.9999239049879314,123053
NOGNN,wav,False,False,30,5,4,128,0.0001,2.5543001860380175,0.965625,0.965625,0.965625,0.965625,0.9967894727115894,123053
NOGNN,wav,False,False,34,5,4,16,0.01,3.02588071279666,0.49080882352941174,0.49080882352941174,0.49080882352941174,0.49080882352941174,0.8235800262192059,15421
NOGNN,wav,False,False,34,5,4,16,0.001,2.9324470811030445,0.5836397058823529,0.5836397058823529,0.5836397058823529,0.5836397058823529,0.8964226710439488,15421
NOGNN,wav,False,False,34,5,4,16,0.0001,2.8091408347382263,0.7086397058823529,0.7086397058823529,0.7086397058823529,0.7086397058823529,0.9416220774722908,15421
NOGNN,wav,False,False,34,5,4,32,0.01,2.8984400665058807,0.6185661764705882,0.6185661764705882,0.6185661764705882,0.6185661764705882,0.923478166007823,30797
NOGNN,wav,False,False,34,5,4,32,0.001,2.9597093682078754,0.5523897058823529,0.5523897058823529,0.5523897058823529,0.5523897058823529,0.8907816640422331,30797
NOGNN,wav,False,False,34,5,4,32,0.0001,2.9113788236589992,0.6066176470588235,0.6066176470588235,0.6066176470588235,0.6066176470588235,0.8806702650996721,30797
NOGNN,wav,False,False,34,5,4,128,0.01,3.033593211980427,0.48253676470588236,0.48253676470588236,0.48253676470588236,0.48253676470588236,0.861219112047499,123053
NOGNN,wav,False,False,34,5,4,128,0.001,3.087744331535171,0.4494485294117647,0.4494485294117647,0.4494485294117647,0.4494485294117647,0.8037341807165775,123053
NOGNN,wav,False,False,34,5,4,128,0.0001,2.8210661384989235,0.7012867647058824,0.7012867647058824,0.7012867647058824,0.7012867647058824,0.951104523274661,123053
NOGNN,psd,False,False,10,5,4,16,0.01,3.508665180206299,0.009375,0.009375,0.009375,0.009375,0.50598528173549,15424
NOGNN,psd,False,False,10,5,4,16,0.001,2.7069888591766356,0.815625,0.815625,0.815625,0.815625,0.9814104690363802,15424
NOGNN,psd,False,False,10,5,4,16,0.0001,3.4666891545057297,0.025,0.025000000000000005,0.025,0.025,0.49905556920518945,15424
NOGNN,psd,False,False,10,5,4,32,0.01,3.4667525231838225,0.01875,0.01875,0.01875,0.01875,0.5,30800
NOGNN,psd,False,False,10,5,4,32,0.001,3.4657641649246216,0.015625,0.015625,0.015625,0.015625,0.5,30800
NOGNN,psd,False,False,10,5,4,32,0.0001,3.066948065161705,0.4625,0.4625,0.4625,0.4625,0.8780881633619416,30800
NOGNN,psd,False,False,10,5,4,128,0.01,3.4899147391319274,0.028125,0.028125,0.028125,0.028125,0.48565330377220794,123056
NOGNN,psd,False,False,10,5,4,128,0.001,2.826762613654137,0.6875,0.6875,0.6875,0.6875,0.9446829100233372,123056
NOGNN,psd,False,False,10,5,4,128,0.0001,2.757878598570824,0.784375,0.784375,0.784375,0.784375,0.9840381433459411,123056
NOGNN,psd,False,False,20,5,4,16,0.01,3.475628563761711,0.0328125,0.0328125,0.0328125,0.0328125,0.5093409737470806,15424
NOGNN,psd,False,False,20,5,4,16,0.001,2.862347774207592,0.671875,0.671875,0.671875,0.671875,0.9534565801706922,15424
NOGNN,psd,False,False,20,5,4,16,0.0001,3.062145759165287,0.4921875,0.4921875,0.4921875,0.4921875,0.9036035408120291,15424
NOGNN,psd,False,False,20,5,4,32,0.01,3.4900397449731826,0.028125,0.028125,0.028125,0.028125,0.506140538417162,30800
NOGNN,psd,False,False,20,5,4,32,0.001,2.730054499208927,0.7875,0.7875,0.7875,0.7875,0.9710350936197575,30800
NOGNN,psd,False,False,20,5,4,32,0.0001,2.776449091732502,0.7609375,0.7609374999999999,0.7609375,0.7609375,0.9583591095319011,30800
NOGNN,psd,False,False,20,5,4,128,0.01,3.4819233432412147,0.0359375,0.0359375,0.0359375,0.0359375,0.4957080369450154,123056
NOGNN,psd,False,False,20,5,4,128,0.001,2.7886652156710623,0.734375,0.734375,0.734375,0.734375,0.9758616288750941,123056
NOGNN,psd,False,False,20,5,4,128,0.0001,2.7011317372322083,0.853125,0.853125,0.853125,0.853125,0.9904793401192532,123056
NOGNN,psd,False,False,30,5,4,16,0.01,3.4734655261039733,0.025,0.025000000000000005,0.025,0.025,0.4951955070322331,15424
NOGNN,psd,False,False,30,5,4,16,0.001,3.2792897125085196,0.246875,0.246875,0.246875,0.246875,0.7496558233293358,15424
NOGNN,psd,False,False,30,5,4,16,0.0001,3.4665661215782166,0.034375,0.034375,0.034375,0.034375,0.5388179511270047,15424
NOGNN,psd,False,False,30,5,4,32,0.01,3.4882697929938633,0.030208333333333334,0.030208333333333334,0.030208333333333334,0.030208333333333334,0.5093074620116309,30800
NOGNN,psd,False,False,30,5,4,32,0.001,3.4425201296806334,0.06979166666666667,0.06979166666666667,0.06979166666666667,0.06979166666666667,0.5488485871378858,30800
NOGNN,psd,False,False,30,5,4,32,0.0001,3.4704670389493306,0.023958333333333335,0.023958333333333335,0.023958333333333335,0.023958333333333335,0.5194664135387805,30800
NOGNN,psd,False,False,30,5,4,128,0.01,3.486790180206299,0.03125,0.03125,0.03125,0.03125,0.5005821488203323,123056
NOGNN,psd,False,False,30,5,4,128,0.001,3.1017732322216034,0.42604166666666665,0.42604166666666665,0.42604166666666665,0.42604166666666665,0.8830550574986604,123056
NOGNN,psd,False,False,30,5,4,128,0.0001,3.383474393685659,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.6013226612688145,123056
NOGNN,psd,False,False,34,5,4,16,0.01,3.4804189380477455,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.49396121063907505,15424
NOGNN,psd,False,False,34,5,4,16,0.001,3.3980285271125683,0.12224264705882353,0.12224264705882353,0.12224264705882353,0.12224264705882353,0.6140438799029623,15424
NOGNN,psd,False,False,34,5,4,16,0.0001,3.399883328115239,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.648802479232742,15424
NOGNN,psd,False,False,34,5,4,32,0.01,3.3965712198439766,0.1130514705882353,0.1130514705882353,0.1130514705882353,0.1130514705882353,0.5975319267162117,30800
NOGNN,psd,False,False,34,5,4,32,0.001,3.4550118560300156,0.05974264705882353,0.05974264705882353,0.05974264705882353,0.05974264705882353,0.5246947857791753,30800
NOGNN,psd,False,False,34,5,4,32,0.0001,3.4671241912771675,0.027573529411764705,0.027573529411764705,0.027573529411764705,0.027573529411764705,0.49880925813314275,30800
NOGNN,psd,False,False,34,5,4,128,0.01,3.4858481962891186,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.03216911764705882,0.4913309844212742,123056
NOGNN,psd,False,False,34,5,4,128,0.001,3.4686336368322372,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.49867224645249997,123056
NOGNN,psd,False,False,34,5,4,128,0.0001,3.4668292613590466,0.034926470588235295,0.034926470588235295,0.034926470588235295,0.034926470588235295,0.5150816927046039,123056
